,Fecha,Producto,Cantidad_Vendida,Precio_Unitario,Marca,Ingreso
737,2022-08-18,Xiaomi Mi 11,10,1954.5264993829082,Xiaomi,19545.26499382908
39,2022-08-18,Xiaomi Mi 11,14,647.1300894443386,Xiaomi,9059.821252220741
731,2022-08-19,Samsung Galaxy S21,18,1534.7722465057398,Samsung,27625.900437103315
569,2022-08-20,Samsung Galaxy S21,6,1303.8918847877624,Samsung,7823.351308726575
797,2022-08-20,OnePlus 9,9,1265.71575395885,OnePlus,11391.44178562965
855,2022-08-21,Dell XPS 13,1,1331.5439838254645,Dell,1331.5439838254645
611,2022-08-21,Dell XPS 13,16,385.07640284868285,Dell,6161.2224455789255
509,2022-08-21,Huawei P40,6,444.70636646996275,Huawei,2668.2381988197767
664,2022-08-22,Lenovo ThinkPad X1 Carbon,12,992.2347528928411,Lenovo,11906.817034714093
393,2022-08-22,Samsung Galaxy S21,14,654.3372531265505,Samsung,9160.721543771708
74,2022-08-23,HP Spectre x360,5,1226.185924785145,HP,6130.9296239257255
667,2022-08-23,HP Spectre x360,2,1503.6334162641426,HP,3007.2668325282852
19,2022-08-24,Lenovo ThinkPad X1 Carbon,2,810.5125160040393,Lenovo,1621.0250320080786
768,2022-08-25,Dell XPS 13,9,330.60147577249904,Dell,2975.413281952491
536,2022-08-27,Dell XPS 13,12,1887.8586791493653,Dell,22654.304149792384
402,2022-08-27,HP Spectre x360,19,287.0100275205673,HP,5453.190522890778
675,2022-08-29,HP Spectre x360,12,375.86738664306824,HP,4510.408639716819
270,2022-08-29,Samsung Galaxy S21,10,927.7941068255759,Samsung,9277.94106825576
607,2022-08-30,Xiaomi Mi 11,17,1206.7298977615405,Xiaomi,20514.408261946188
988,2022-08-30,Huawei P40,6,1809.8805777715982,Huawei,10859.28346662959
549,2022-08-30,Apple MacBook Pro,19,673.7465075241607,Apple,12801.183642959055
582,2022-08-31,Samsung Galaxy S21,1,977.6918495072854,Samsung,977.6918495072854
614,2022-08-31,OnePlus 9,1,250.58303051175955,OnePlus,250.58303051175955
91,2022-08-31,Lenovo ThinkPad X1 Carbon,8,427.0089273403399,Lenovo,3416.071418722719
796,2022-09-01,Huawei P40,4,518.1684123818886,Huawei,2072.6736495275545
941,2022-09-01,Xiaomi Mi 11,9,224.44685821778552,Xiaomi,2020.0217239600697
395,2022-09-01,Xiaomi Mi 11,15,453.619348531627,Xiaomi,6804.290227974405
318,2022-09-02,Lenovo ThinkPad X1 Carbon,17,1391.0972103069112,Lenovo,23648.65257521749
510,2022-09-02,Huawei P40,6,964.3473315026314,Huawei,5786.083989015789
407,2022-09-03,Apple MacBook Pro,9,1884.9323033530168,Apple,16964.39073017715
771,2022-09-03,Apple MacBook Pro,3,1195.7302860639134,Apple,3587.19085819174
663,2022-09-04,Dell XPS 13,15,232.0363940977087,Dell,3480.5459114656305
543,2022-09-04,HP Spectre x360,14,1474.3359323091138,HP,20640.703052327593
162,2022-09-04,Lenovo ThinkPad X1 Carbon,16,1461.4031711850262,Lenovo,23382.45073896042
971,2022-09-05,Asus ZenBook,7,1309.4658760422483,Asus,9166.261132295738
119,2022-09-07,OnePlus 9,15,1683.2527263858976,OnePlus,25248.790895788465
878,2022-09-07,Dell XPS 13,7,818.863226543161,Dell,5732.042585802127
810,2022-09-07,Dell XPS 13,18,1269.0873989454876,Dell,22843.57318101878
760,2022-09-08,Apple MacBook Pro,18,1428.6479057167035,Apple,25715.662302900662
176,2022-09-09,Asus ZenBook,14,1297.5032855401264,Asus,18165.04599756177
974,2022-09-09,HP Spectre x360,19,599.9729725927675,HP,11399.486479262583
822,2022-09-10,Huawei P40,14,1342.226915361625,Huawei,18791.17681506275
498,2022-09-10,Samsung Galaxy S21,1,504.6890192107009,Samsung,504.6890192107009
272,2022-09-10,Apple iPhone 12,8,1666.7606269378032,Apple,13334.085015502425
732,2022-09-11,Samsung Galaxy S21,3,803.8859707405799,Samsung,2411.6579122217395
163,2022-09-11,Apple MacBook Pro,5,1380.304054266497,Apple,6901.520271332484
338,2022-09-15,Apple iPhone 12,8,1071.0262874393147,Apple,8568.210299514518
54,2022-09-15,Huawei P40,11,514.0038191436965,Huawei,5654.0420105806625
266,2022-09-16,Xiaomi Mi 11,6,1390.81622271213,Xiaomi,8344.89733627278
330,2022-09-16,Dell XPS 13,13,455.06690844926936,Dell,5915.869809840502
749,2022-09-16,Lenovo ThinkPad X1 Carbon,7,1370.9989618620311,Lenovo,9596.992733034218
461,2022-09-16,Dell XPS 13,5,201.1510295489628,Dell,1005.755147744814
123,2022-09-17,Xiaomi Mi 11,6,855.313169233988,Xiaomi,5131.879015403928
2,2022-09-17,Xiaomi Mi 11,8,650.9151845945025,Xiaomi,5207.32147675602
960,2022-09-17,Lenovo ThinkPad X1 Carbon,16,1626.8608110103735,Lenovo,26029.772976165976
428,2022-09-18,Dell XPS 13,3,1264.4709860025303,Dell,3793.4129580075905
730,2022-09-18,Huawei P40,16,1850.9157832233172,Huawei,29614.652531573076
434,2022-09-18,Xiaomi Mi 11,1,1735.102231733859,Xiaomi,1735.102231733859
489,2022-09-19,Asus ZenBook,6,610.5599565858909,Asus,3663.359739515345
932,2022-09-19,Apple iPhone 12,19,1402.0306270518256,Apple,26638.581913984686
755,2022-09-19,Lenovo ThinkPad X1 Carbon,7,914.1516664392831,Lenovo,6399.061665074982
744,2022-09-20,Dell XPS 13,13,248.57306456328618,Dell,3231.4498393227204
216,2022-09-21,Apple iPhone 12,5,572.7299157024381,Apple,2863.6495785121906
130,2022-09-22,Apple MacBook Pro,9,1417.2305335401995,Apple,12755.074801861796
262,2022-09-22,Xiaomi Mi 11,16,633.8571282264998,Xiaomi,10141.714051623996
398,2022-09-24,OnePlus 9,10,1772.6765157064744,OnePlus,17726.765157064743
484,2022-09-24,Asus ZenBook,19,1886.487257058812,Asus,35843.257884117425
801,2022-09-27,Dell XPS 13,9,495.1783495259669,Dell,4456.605145733702
235,2022-09-28,OnePlus 9,19,249.4872013371944,OnePlus,4740.256825406694
386,2022-09-28,Asus ZenBook,10,1543.1428699711478,Asus,15431.428699711478
362,2022-09-29,Apple iPhone 12,6,487.3571620673294,Apple,2924.1429724039763
692,2022-09-30,HP Spectre x360,3,882.423039269399,HP,2647.2691178081973
523,2022-10-02,Apple iPhone 12,6,435.29657411017354,Apple,2611.7794446610415
553,2022-10-03,OnePlus 9,19,573.3176920924458,OnePlus,10893.03614975647
93,2022-10-03,Dell XPS 13,6,1517.7768604420369,Dell,9106.66116265222
246,2022-10-04,Huawei P40,19,1999.4053576214608,Huawei,37988.701794807756
862,2022-10-05,Dell XPS 13,13,396.54019352632633,Dell,5155.022515842243
879,2022-10-06,Apple iPhone 12,18,1504.9474487757036,Apple,27089.054077962664
921,2022-10-08,Xiaomi Mi 11,7,308.1532830009166,Xiaomi,2157.0729810064163
15,2022-10-08,HP Spectre x360,2,1152.6411025270513,HP,2305.2822050541026
933,2022-10-09,HP Spectre x360,5,1398.4072463791588,HP,6992.036231895794
596,2022-10-10,HP Spectre x360,14,1349.221607690653,HP,18889.10250766914
640,2022-10-10,HP Spectre x360,6,1100.7618385385608,HP,6604.571031231365
804,2022-10-11,Huawei P40,15,1081.008557633971,Huawei,16215.128364509563
889,2022-10-12,Samsung Galaxy S21,6,279.726897047767,Samsung,1678.361382286602
687,2022-10-12,Lenovo ThinkPad X1 Carbon,16,288.3059367432761,Lenovo,4612.894987892418
435,2022-10-13,Xiaomi Mi 11,17,596.1710724936866,Xiaomi,10134.90823239267
358,2022-10-14,Apple MacBook Pro,15,1949.2839644229307,Apple,29239.25946634396
704,2022-10-14,Huawei P40,4,243.26940063054502,Huawei,973.0776025221801
558,2022-10-15,Apple iPhone 12,7,1583.3685746205488,Apple,11083.580022343842
100,2022-10-15,Samsung Galaxy S21,16,1228.5895726676315,Samsung,19657.433162682104
300,2022-10-16,OnePlus 9,8,420.0552917722058,OnePlus,3360.4423341776464
327,2022-10-17,Samsung Galaxy S21,3,1511.0503449261005,Samsung,4533.151034778301
253,2022-10-17,Dell XPS 13,8,545.7937505589604,Dell,4366.350004471683
546,2022-10-18,Asus ZenBook,10,1808.8173686179964,Asus,18088.173686179965
995,2022-10-19,Xiaomi Mi 11,10,939.2769126260088,Xiaomi,9392.769126260087
555,2022-10-21,Xiaomi Mi 11,8,588.2353650377672,Xiaomi,4705.882920302138
721,2022-10-22,Samsung Galaxy S21,1,1926.141223083043,Samsung,1926.141223083043
512,2022-10-22,HP Spectre x360,13,948.4695426714071,HP,12330.104054728292
190,2022-10-22,Samsung Galaxy S21,9,1507.3156352326164,Samsung,13565.840717093548
121,2022-10-23,Asus ZenBook,3,731.5075468693096,Asus,2194.522640607929
5,2022-10-24,Apple MacBook Pro,4,1285.7398821281338,Apple,5142.959528512535
766,2022-10-24,OnePlus 9,7,562.5612358810446,OnePlus,3937.928651167312
734,2022-10-24,Samsung Galaxy S21,16,1111.6929731673827,Samsung,17787.087570678123
679,2022-10-25,OnePlus 9,15,1011.6997799172088,OnePlus,15175.496698758132
394,2022-10-25,Asus ZenBook,6,405.62004051592976,Asus,2433.7202430955786
961,2022-10-26,Huawei P40,15,619.4594960304325,Huawei,9291.892440456488
363,2022-10-26,Dell XPS 13,15,251.47070904699618,Dell,3772.060635704943
302,2022-10-27,OnePlus 9,11,307.3512523317887,OnePlus,3380.863775649676
370,2022-10-28,HP Spectre x360,10,1430.1490381286767,HP,14301.490381286767
481,2022-10-28,Apple iPhone 12,1,1802.565574977172,Apple,1802.565574977172
552,2022-10-29,Huawei P40,15,1454.995389455461,Huawei,21824.930841831916
619,2022-10-29,Lenovo ThinkPad X1 Carbon,15,1509.0763854669494,Lenovo,22636.14578200424
870,2022-10-30,Samsung Galaxy S21,7,1145.4704240922897,Samsung,8018.292968646028
421,2022-10-31,Asus ZenBook,2,807.60305640881,Asus,1615.20611281762
507,2022-11-01,Lenovo ThinkPad X1 Carbon,14,650.3680767143753,Lenovo,9105.153074001255
352,2022-11-01,Dell XPS 13,6,1991.3092802732679,Dell,11947.855681639607
463,2022-11-02,HP Spectre x360,19,1075.8200304942889,HP,20440.580579391488
312,2022-11-03,Dell XPS 13,10,886.463236076086,Dell,8864.63236076086
483,2022-11-03,Lenovo ThinkPad X1 Carbon,17,1089.6938505310243,Lenovo,18524.795459027413
276,2022-11-03,HP Spectre x360,1,1110.1983375518807,HP,1110.1983375518807
858,2022-11-03,Lenovo ThinkPad X1 Carbon,14,1513.291316750955,Lenovo,21186.078434513372
841,2022-11-04,Xiaomi Mi 11,4,527.2885932340728,Xiaomi,2109.154372936291
113,2022-11-04,Huawei P40,4,751.0675716534346,Huawei,3004.2702866137383
754,2022-11-04,Lenovo ThinkPad X1 Carbon,11,379.25956699101005,Lenovo,4171.85523690111
602,2022-11-04,Dell XPS 13,9,537.1743668804752,Dell,4834.569301924277
644,2022-11-05,Asus ZenBook,5,780.3942874699454,Asus,3901.9714373497272
60,2022-11-05,Samsung Galaxy S21,12,1495.3791319006054,Samsung,17944.549582807267
447,2022-11-06,Apple MacBook Pro,15,1866.9117161317565,Apple,28003.67574197635
646,2022-11-06,Dell XPS 13,2,1132.1144994923584,Dell,2264.228998984717
526,2022-11-07,Samsung Galaxy S21,17,1417.5012249351819,Samsung,24097.520823898092
138,2022-11-09,Apple iPhone 12,15,257.8924549586905,Apple,3868.3868243803577
662,2022-11-10,Asus ZenBook,12,269.4551614547212,Asus,3233.461937456654
49,2022-11-11,OnePlus 9,19,1730.3463203514573,OnePlus,32876.58008667769
824,2022-11-12,Samsung Galaxy S21,14,1423.7794770015587,Samsung,19932.91267802182
699,2022-11-13,Huawei P40,14,948.4317908652246,Huawei,13278.045072113144
623,2022-11-13,Lenovo ThinkPad X1 Carbon,9,1680.003199454223,Lenovo,15120.028795088007
773,2022-11-15,Asus ZenBook,5,716.6055899165575,Asus,3583.0279495827876
572,2022-11-16,HP Spectre x360,11,1542.0518088011443,HP,16962.569896812587
863,2022-11-16,Dell XPS 13,4,520.7535682186269,Dell,2083.0142728745077
213,2022-11-17,HP Spectre x360,15,1584.3686117536702,HP,23765.52917630505
761,2022-11-20,Huawei P40,2,1714.8912169853081,Huawei,3429.7824339706162
116,2022-11-22,Huawei P40,18,299.61559739081514,Huawei,5393.080753034673
922,2022-11-23,Samsung Galaxy S21,19,1951.2235481540713,Samsung,37073.247414927355
733,2022-11-25,HP Spectre x360,10,853.2898026056089,HP,8532.89802605609
745,2022-11-25,Xiaomi Mi 11,12,1818.4197811888478,Xiaomi,21821.037374266172
106,2022-11-26,Huawei P40,18,1373.3937629893915,Huawei,24721.087733809047
66,2022-11-27,Apple iPhone 12,16,1682.8589393846319,Apple,26925.74303015411
75,2022-11-27,Apple MacBook Pro,6,1367.1639530674083,Apple,8202.98371840445
83,2022-11-27,OnePlus 9,10,236.06189133898727,OnePlus,2360.6189133898724
11,2022-11-27,Apple iPhone 12,1,689.4731674234771,Apple,689.4731674234771
329,2022-11-27,Huawei P40,19,294.78036701194384,Huawei,5600.826973226933
836,2022-11-27,Samsung Galaxy S21,13,1804.4184887840422,Samsung,23457.44035419255
856,2022-11-28,Asus ZenBook,14,464.20529894442626,Asus,6498.874185221967
633,2022-11-28,Asus ZenBook,16,1119.4487969195857,Asus,17911.18075071337
31,2022-11-29,Apple iPhone 12,12,284.41683370130204,Apple,3413.0020044156245
195,2022-11-29,Dell XPS 13,10,713.0322366672228,Dell,7130.322366672228
814,2022-11-29,Dell XPS 13,2,1008.6268353966484,Dell,2017.2536707932968
114,2022-11-30,Samsung Galaxy S21,1,645.8797492022845,Samsung,645.8797492022845
403,2022-11-30,Samsung Galaxy S21,17,1770.095352805746,Samsung,30091.620997697682
579,2022-11-30,Lenovo ThinkPad X1 Carbon,3,900.1695828807905,Lenovo,2700.5087486423713
214,2022-12-01,Huawei P40,10,909.0793615632448,Huawei,9090.793615632449
146,2022-12-01,HP Spectre x360,3,1614.560342070593,HP,4843.681026211779
750,2022-12-01,Asus ZenBook,16,910.7597416597259,Asus,14572.155866555615
299,2022-12-02,HP Spectre x360,19,1462.2142743353015,HP,27782.071212370727
140,2022-12-03,Apple MacBook Pro,7,1373.748829183538,Apple,9616.241804284766
20,2022-12-04,Samsung Galaxy S21,17,985.2839500080129,Samsung,16749.827150136218
449,2022-12-04,Asus ZenBook,3,1307.9051360884985,Asus,3923.715408265495
930,2022-12-05,OnePlus 9,11,1712.8865151483446,OnePlus,18841.75166663179
255,2022-12-05,HP Spectre x360,10,261.7979080571358,HP,2617.9790805713583
432,2022-12-06,Apple iPhone 12,6,887.0389503481927,Apple,5322.2337020891555
845,2022-12-06,Dell XPS 13,17,695.4641559997696,Dell,11822.890651996082
177,2022-12-07,Asus ZenBook,16,1436.379607370332,Asus,22982.073717925312
748,2022-12-07,Samsung Galaxy S21,19,1567.6524327805757,Samsung,29785.39622283094
326,2022-12-08,Xiaomi Mi 11,18,1467.4785514199727,Xiaomi,26414.613925559508
198,2022-12-08,HP Spectre x360,4,1486.4183676657576,HP,5945.6734706630305
778,2022-12-08,Dell XPS 13,9,563.0085827614921,Dell,5067.077244853429
466,2022-12-09,Lenovo ThinkPad X1 Carbon,7,854.4013289618111,Lenovo,5980.809302732678
388,2022-12-10,Apple iPhone 12,3,1999.67009485282,Apple,5999.010284558461
77,2022-12-14,HP Spectre x360,10,1788.5887660358267,HP,17885.88766035827
233,2022-12-14,Apple MacBook Pro,8,725.6820045762472,Apple,5805.456036609978
158,2022-12-15,Asus ZenBook,11,1089.3452927674166,Asus,11982.798220441582
444,2022-12-15,Samsung Galaxy S21,4,1564.3556274121395,Samsung,6257.422509648558
629,2022-12-17,OnePlus 9,16,488.52825287749164,OnePlus,7816.452046039866
230,2022-12-17,Xiaomi Mi 11,14,1469.143870730825,Xiaomi,20568.01419023155
985,2022-12-17,Lenovo ThinkPad X1 Carbon,2,1922.8235522340083,Lenovo,3845.6471044680166
397,2022-12-17,Asus ZenBook,7,1259.7015625527333,Asus,8817.910937869134
838,2022-12-17,Apple iPhone 12,16,1189.6494668708506,Apple,19034.39146993361
220,2022-12-18,Apple iPhone 12,2,1326.5959597948715,Apple,2653.191919589743
951,2022-12-18,Samsung Galaxy S21,14,1137.2668076713044,Samsung,15921.735307398261
166,2022-12-18,HP Spectre x360,15,928.1346441511258,HP,13922.019662266888
298,2022-12-19,OnePlus 9,6,1407.690030372871,OnePlus,8446.140182237226
309,2022-12-22,Xiaomi Mi 11,7,536.6768334296859,Xiaomi,3756.737834007801
236,2022-12-23,Samsung Galaxy S21,9,316.46059490717926,Samsung,2848.1453541646133
9,2022-12-23,Dell XPS 13,3,979.4088742024642,Dell,2938.2266226073925
557,2022-12-26,Lenovo ThinkPad X1 Carbon,1,734.6364118594695,Lenovo,734.6364118594695
7,2022-12-26,HP Spectre x360,16,1507.6487782924967,HP,24122.380452679947
632,2022-12-26,OnePlus 9,10,1117.1238865235057,OnePlus,11171.238865235056
610,2022-12-27,Lenovo ThinkPad X1 Carbon,6,408.10139874634655,Lenovo,2448.608392478079
598,2022-12-27,Huawei P40,9,581.3460251553518,Huawei,5232.114226398166
746,2022-12-29,Apple MacBook Pro,9,808.591814172518,Apple,7277.3263275526615
866,2022-12-29,HP Spectre x360,4,1193.068554671423,HP,4772.274218685692
454,2022-12-31,Asus ZenBook,14,1067.2784037455554,Asus,14941.897652437776
785,2022-12-31,Huawei P40,18,1876.931666144191,Huawei,33784.769990595436
61,2023-01-01,Xiaomi Mi 11,4,239.8316139588469,Xiaomi,959.3264558353876
412,2023-01-02,Apple iPhone 12,9,676.4508135850701,Apple,6088.057322265631
542,2023-01-03,Apple iPhone 12,3,248.32628194819944,Apple,744.9788458445983
606,2023-01-04,HP Spectre x360,11,1130.5113974040937,HP,12435.62537144503
934,2023-01-04,Huawei P40,3,1460.287445731643,Huawei,4380.862337194929
34,2023-01-05,Apple iPhone 12,12,261.92652988573013,Apple,3143.1183586287616
65,2023-01-05,Apple iPhone 12,19,1900.8848816577135,Apple,36116.81275149656
297,2023-01-05,HP Spectre x360,5,1896.3723968218767,HP,9481.861984109384
133,2023-01-06,Lenovo ThinkPad X1 Carbon,1,1264.4446561874356,Lenovo,1264.4446561874356
41,2023-01-06,Apple iPhone 12,16,536.1991519449261,Apple,8579.186431118818
174,2023-01-07,Apple iPhone 12,7,939.2172469088606,Apple,6574.520728362024
867,2023-01-07,Dell XPS 13,10,770.1475675703814,Dell,7701.475675703814
826,2023-01-07,HP Spectre x360,18,794.6211651769855,HP,14303.18097318574
264,2023-01-08,Samsung Galaxy S21,19,1900.208666480866,Samsung,36103.96466313645
958,2023-01-09,HP Spectre x360,6,1024.4428769604606,HP,6146.6572617627635
979,2023-01-09,Huawei P40,9,839.6050688392734,Huawei,7556.44561955346
545,2023-01-10,HP Spectre x360,19,1156.064174067822,HP,21965.21930728862
747,2023-01-13,Asus ZenBook,14,1539.4983724668962,Asus,21552.977214536546
464,2023-01-13,Huawei P40,12,1753.6356485103154,Huawei,21043.627782123785
900,2023-01-13,Asus ZenBook,16,663.9785963520017,Asus,10623.657541632027
886,2023-01-15,Lenovo ThinkPad X1 Carbon,5,959.6424187454369,Lenovo,4798.212093727185
717,2023-01-16,HP Spectre x360,14,842.8836612372108,HP,11800.371257320952
224,2023-01-17,HP Spectre x360,3,1365.6485796877612,HP,4096.945739063283
317,2023-01-17,Apple MacBook Pro,14,1863.8696834479342,Apple,26094.17556827108
459,2023-01-17,OnePlus 9,4,712.9428783270422,OnePlus,2851.771513308169
990,2023-01-18,OnePlus 9,15,446.59429151414145,OnePlus,6698.914372712122
513,2023-01-18,Apple MacBook Pro,18,467.78677082141184,Apple,8420.161874785414
424,2023-01-20,OnePlus 9,2,1942.823222347107,OnePlus,3885.646444694214
152,2023-01-22,Dell XPS 13,2,1663.6120255441638,Dell,3327.2240510883275
668,2023-01-22,Lenovo ThinkPad X1 Carbon,13,1811.7267042048602,Lenovo,23552.447154663183
295,2023-01-22,Apple iPhone 12,5,1903.1555476640572,Apple,9515.777738320287
779,2023-01-24,Asus ZenBook,8,333.91223437553276,Asus,2671.297875004262
92,2023-01-24,Lenovo ThinkPad X1 Carbon,18,987.132830900402,Lenovo,17768.390956207237
324,2023-01-25,HP Spectre x360,12,826.5369402218643,HP,9918.44328266237
359,2023-01-26,Apple MacBook Pro,7,846.0825684554869,Apple,5922.577979188409
410,2023-01-27,Xiaomi Mi 11,12,1239.1609397030434,Xiaomi,14869.93127643652
794,2023-01-28,Lenovo ThinkPad X1 Carbon,15,1443.453723750923,Lenovo,21651.805856263847
944,2023-01-28,Apple iPhone 12,13,427.9156922810426,Apple,5562.903999653554
693,2023-01-29,OnePlus 9,14,1881.4635470830024,OnePlus,26340.489659162035
369,2023-01-30,OnePlus 9,19,389.562606361656,OnePlus,7401.689520871463
448,2023-01-31,HP Spectre x360,1,1636.7668863390954,HP,1636.7668863390954
197,2023-02-02,Samsung Galaxy S21,13,698.2041466383945,Samsung,9076.653906299129
713,2023-02-03,Xiaomi Mi 11,15,1850.998781255921,Xiaomi,27764.981718838815
306,2023-02-04,Dell XPS 13,12,436.0812031374657,Dell,5232.974437649588
742,2023-02-05,Apple iPhone 12,3,1434.038351267715,Apple,4302.115053803145
860,2023-02-06,Apple MacBook Pro,16,1503.5058345345965,Apple,24056.093352553544
473,2023-02-07,Asus ZenBook,6,900.4888328347021,Asus,5402.932997008213
142,2023-02-07,Xiaomi Mi 11,16,204.6934341067407,Xiaomi,3275.0949457078514
252,2023-02-08,Lenovo ThinkPad X1 Carbon,11,1230.0820199560073,Lenovo,13530.902219516081
775,2023-02-08,OnePlus 9,1,1105.0703284223457,OnePlus,1105.0703284223457
515,2023-02-09,Lenovo ThinkPad X1 Carbon,17,1613.4356390354449,Lenovo,27428.405863602562
337,2023-02-09,Xiaomi Mi 11,7,769.0712452009914,Xiaomi,5383.49871640694
502,2023-02-09,Apple iPhone 12,3,1497.3539928997418,Apple,4492.061978699226
286,2023-02-12,Apple iPhone 12,9,549.7978578927691,Apple,4948.180721034922
126,2023-02-13,Huawei P40,7,1881.307676152075,Huawei,13169.153733064524
714,2023-02-14,Huawei P40,12,1605.7927658507103,Huawei,19269.513190208523
445,2023-02-16,Asus ZenBook,1,1996.1055133248108,Asus,1996.1055133248108
296,2023-02-16,OnePlus 9,9,1995.3468787113654,OnePlus,17958.12190840229
433,2023-02-16,Huawei P40,14,774.3799338263401,Huawei,10841.319073568762
78,2023-02-16,Dell XPS 13,5,622.3200806113077,Dell,3111.6004030565387
622,2023-02-17,Apple iPhone 12,10,443.8255068366253,Apple,4438.255068366253
976,2023-02-17,Dell XPS 13,14,1231.642882377327,Dell,17243.000353282576
404,2023-02-19,Apple iPhone 12,12,952.1157110234857,Apple,11425.388532281828
592,2023-02-20,Lenovo ThinkPad X1 Carbon,16,529.0193600568193,Lenovo,8464.30976090911
58,2023-02-20,Dell XPS 13,19,1622.2984686757093,Dell,30823.670904838476
258,2023-02-23,Dell XPS 13,7,1243.3510199612358,Dell,8703.45713972865
72,2023-02-23,OnePlus 9,18,1708.6385460896497,OnePlus,30755.493829613693
254,2023-02-24,OnePlus 9,19,1628.1948644698382,OnePlus,30935.702424926927
110,2023-02-24,Huawei P40,6,1890.0058652570349,Huawei,11340.035191542209
115,2023-02-24,OnePlus 9,15,891.740337608936,OnePlus,13376.10506413404
349,2023-02-25,Apple iPhone 12,2,1380.0186217225519,Apple,2760.0372434451037
423,2023-02-25,OnePlus 9,19,1414.425514841335,OnePlus,26874.084781985362
890,2023-02-25,Apple iPhone 12,13,1549.5369615610723,Apple,20143.98050029394
561,2023-02-27,Huawei P40,16,1612.7366822404192,Huawei,25803.786915846707
915,2023-02-27,Apple MacBook Pro,6,1517.4275582234573,Apple,9104.565349340744
938,2023-02-27,Samsung Galaxy S21,12,1815.3325445462456,Samsung,21783.99053455495
998,2023-02-28,Dell XPS 13,9,1361.18576928428,Dell,12250.67192355852
48,2023-02-28,Xiaomi Mi 11,15,953.4926167274889,Xiaomi,14302.389250912332
740,2023-03-01,Lenovo ThinkPad X1 Carbon,9,600.9934524827909,Lenovo,5408.941072345118
649,2023-03-02,Apple MacBook Pro,19,612.2025662654619,Apple,11631.848759043776
331,2023-03-02,Huawei P40,10,1276.8478271825281,Huawei,12768.47827182528
902,2023-03-03,OnePlus 9,2,589.2852036834345,OnePlus,1178.570407366869
248,2023-03-04,Dell XPS 13,8,896.598306657756,Dell,7172.786453262048
305,2023-03-04,Asus ZenBook,11,960.1901823853915,Asus,10562.092006239307
438,2023-03-06,HP Spectre x360,10,579.0400076525361,HP,5790.400076525361
774,2023-03-08,Asus ZenBook,18,1838.8489271083113,Asus,33099.280687949606
818,2023-03-08,Lenovo ThinkPad X1 Carbon,7,1644.2489917684602,Lenovo,11509.742942379222
533,2023-03-08,Samsung Galaxy S21,18,1090.896575423544,Samsung,19636.13835762379
790,2023-03-10,Apple iPhone 12,3,1232.7005870616367,Apple,3698.10176118491
927,2023-03-10,Asus ZenBook,10,387.1920265640041,Asus,3871.920265640041
315,2023-03-11,Xiaomi Mi 11,4,682.4161706334023,Xiaomi,2729.6646825336093
451,2023-03-13,Apple iPhone 12,5,1320.16393542058,Apple,6600.8196771029
406,2023-03-13,Huawei P40,12,239.5163033786373,Huawei,2874.1956405436476
532,2023-03-14,HP Spectre x360,14,372.4496404163938,HP,5214.294965829513
871,2023-03-14,OnePlus 9,10,1463.5073017649095,OnePlus,14635.073017649094
964,2023-03-15,Apple iPhone 12,3,232.7695455857574,Apple,698.3086367572722
10,2023-03-15,Samsung Galaxy S21,6,1363.893026310728,Samsung,8183.358157864368
443,2023-03-16,Apple MacBook Pro,6,1540.3534334213712,Apple,9242.120600528227
385,2023-03-18,OnePlus 9,1,736.8628814776723,OnePlus,736.8628814776723
470,2023-03-18,Huawei P40,7,1092.684502187083,Huawei,7648.79151530958
655,2023-03-20,OnePlus 9,12,450.9889888699531,OnePlus,5411.867866439437
645,2023-03-21,OnePlus 9,14,1224.514624153532,OnePlus,17143.20473814945
43,2023-03-21,Apple iPhone 12,3,1975.5677830583536,Apple,5926.703349175061
736,2023-03-22,Xiaomi Mi 11,11,1610.2433925889684,Xiaomi,17712.67731847865
901,2023-03-22,OnePlus 9,15,1025.9144112850097,OnePlus,15388.716169275145
419,2023-03-22,Xiaomi Mi 11,11,533.4827162559225,Xiaomi,5868.309878815147
977,2023-03-22,Lenovo ThinkPad X1 Carbon,13,1959.4537009410267,Lenovo,25472.898112233346
772,2023-03-24,Xiaomi Mi 11,16,580.7017290436171,Xiaomi,9291.227664697873
673,2023-03-25,Xiaomi Mi 11,6,895.0384096888902,Xiaomi,5370.230458133341
479,2023-03-25,Samsung Galaxy S21,15,1563.4570866677032,Samsung,23451.85630001555
320,2023-03-25,Huawei P40,18,1491.1232266470272,Huawei,26840.21807964649
243,2023-03-26,Xiaomi Mi 11,16,740.6538024280046,Xiaomi,11850.460838848074
94,2023-03-26,Huawei P40,5,1430.0995396581513,Huawei,7150.4976982907565
275,2023-03-27,Apple iPhone 12,17,641.2771029885383,Apple,10901.710750805152
759,2023-03-28,Apple iPhone 12,12,1443.7192163046902,Apple,17324.630595656283
247,2023-03-28,Dell XPS 13,5,899.776373810438,Dell,4498.88186905219
368,2023-03-29,Samsung Galaxy S21,12,481.11919479377707,Samsung,5773.430337525325
505,2023-03-30,Dell XPS 13,17,1865.6960857856166,Dell,31716.833458355482
541,2023-03-31,Lenovo ThinkPad X1 Carbon,3,1079.0383165061608,Lenovo,3237.1149495184823
723,2023-04-01,Dell XPS 13,19,541.6020081762035,Dell,10290.438155347867
654,2023-04-01,HP Spectre x360,5,943.3152129806202,HP,4716.576064903101
661,2023-04-01,Samsung Galaxy S21,6,1020.9208609476631,Samsung,6125.525165685978
